Weight_Density,Charge_Cycle,Charge_Description,Charge_ID,Contract_Start_Date,SK_Contract_Start_Date,SK_Charge,Price,SOURCE_SYSTEM,Contract_Stop_Date,Contract_Type,Charge_Waste_Code,Charge_Waste_Code_Description,Is_Contracted,Units,Is_Deleted,Deletion_Date,Charge_Frequency
NULL,V,Grease Trap Serv Nil Chg,CH187398,2020-01-01 00:00:00.0000000,20200101,557084,0.000,VRP,2022-12-31 00:00:00.0000000,D,K110,Grease Trap Waste,1,4500.000,0,NULL,VAR
C80,1,Clear 3.0M Bin,CH31733,2018-02-28 00:00:00.0000000,20180228,803529,105.950,VRP,2020-02-27 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,11
E80,1,Clear 3.0M Bin,CH164594,2016-04-01 00:00:00.0000000,20160401,706908,113.710,VRP,2017-04-01 00:00:00.0000000,R,NULL,NULL,0,2.000,0,NULL,11
C35,1,Clear 1100LT Recyc Nil Fe,CH262051,2020-10-01 00:00:00.0000000,20201001,232554,0.000,VRP,2021-10-01 00:00:00.0000000,S1,20,Plastic-LDPE Recycle,0,2.000,0,NULL,11
C70,1,Clear 4.5M Bin,CH409397,2020-10-07 00:00:00.0000000,20201007,495426,75.630,VRP,2022-10-06 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,11
C100,1,Clear 3.0M Bin,CH138211,2018-11-01 00:00:00.0000000,20181101,1477036,49.070,VRP,2023-10-31 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,3,Clear 240LT Conf Cart,CH185518,2019-11-01 00:00:00.0000000,20191101,13897,18.500,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Deliver 64LT Clinical Bin,CH474717,2021-05-02 00:00:00.0000000,20210502,757669,21.480,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
C40,1,Clear 1100LT Co-Mingle Ca,CH130923,2020-11-01 00:00:00.0000000,20201101,839317,29.590,VRP,2025-11-01 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,11
C80,1,Clear 3.0M Bin,CH96513,2021-11-08 00:00:00.0000000,20211108,549389,97.700,VRP,2022-11-08 00:00:00.0000000,S1,NULL,NULL,1,1.000,0,NULL,11
NULL,2,PortableToilet ServNilChg,CH249114,2021-08-12 00:00:00.0000000,20210812,1489369,0.000,VRP,2022-08-12 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,21
NULL,R,Tip P/Tonne 6.0M Skip Bin,CH220856,2020-11-03 00:00:00.0000000,NULL,841562,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C60,4,Clear 240LT Co-Mingle Nil,CH272927,2020-01-01 00:00:00.0000000,20200101,452954,0.000,VRP,2022-12-31 00:00:00.0000000,D,30,Comingle Recycle,1,1.000,0,NULL,41
DD9CACBANF,1,Clear 240LT Co-Mingle Car,CH181352,2018-08-01 00:00:00.0000000,20180801,439362,9.020,VRP,2021-07-31 00:00:00.0000000,D,NULL,NULL,0,2.000,0,NULL,11
E80,1,Clear 1.1M Bin,CH254598,2015-11-01 00:00:00.0000000,20151101,8009,45.230,VRP,2021-07-31 00:00:00.0000000,D,60,General Dry Waste only,0,3.000,1,2021-08-31 07:48:37.9030000,NULL
c100,4,Clear 3.0M Bin,CH235245,2021-07-07 00:00:00.0000000,20210707,1464646,220.760,VRP,2023-07-07 00:00:00.0000000,S2,NULL,NULL,1,1.000,0,NULL,44
E40,1,Clear 1100LT Co-Mingle Ca,CH216517,2019-09-30 00:00:00.0000000,NULL,594180,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E60,1,Clear 660LT Co-Mingle Car,CH254765,2018-06-11 00:00:00.0000000,20180611,1527509,27.950,VRP,2019-06-11 00:00:00.0000000,D,NULL,NULL,0,5.000,0,NULL,11
C120,R,Clear 3.0M Bin,CH162241,2020-10-30 00:00:00.0000000,20201030,639159,105.400,VRP,2024-10-30 00:00:00.0000000,R4,NULL,NULL,1,1.000,0,NULL,REQ
NULL,2,Baling Service,CH210932,2020-05-01 00:00:00.0000000,20200501,534005,47.000,VRP,2021-07-01 00:00:00.0000000,D,NULL,NULL,0,1.000,1,2021-08-31 07:48:37.9030000,NULL
E80,R,Clear 4.5M Bin,CH219465,2018-07-01 00:00:00.0000000,20180701,898482,130.000,VRP,2022-06-30 00:00:00.0000000,R4,NULL,NULL,1,1.000,0,NULL,REQ
c166,R,Clear 3.0M Clean Up Bin,CH233450,2021-05-21 00:00:00.0000000,20210521,1422332,340.000,VRP,2022-02-04 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-09-29 20:06:44.9860000,NULL
E25,2,Clear 240LT Recycle Cart,CH14548,2020-11-01 00:00:00.0000000,20201101,655246,12.800,VRP,2024-11-01 00:00:00.0000000,R4,NULL,NULL,1,2.000,0,NULL,22
E110,4,Clear 3.0M Bin,CH215923,2020-11-18 00:00:00.0000000,20201118,877896,78.000,VRP,2023-11-18 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,42
c160,1,Clr 3.0M Org Bin Nil Chg,CH218833,2020-01-01 00:00:00.0000000,20200101,833669,0.000,VRP,2022-12-31 00:00:00.0000000,D,40,Organic,1,1.000,0,NULL,11
C100,R,Clear 3.0M Bin,CH226472,2021-03-22 00:00:00.0000000,20210322,858469,136.500,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 15M Bin (HL),CH205848,2018-12-01 00:00:00.0000000,20181201,507071,593.900,VRP,2021-11-30 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Tip P/Tonne 15M Bin (HL),CH191971,2018-07-09 00:00:00.0000000,20180709,715821,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C100,1,Clear 240LT Cart,CH280937,2021-02-05 00:00:00.0000000,20210205,881813,25.480,VRP,2024-02-05 00:00:00.0000000,SN,60,General Dry Waste only,1,2.000,0,NULL,11
NULL,W,Rent 240LT Conf Cart,CH136790,2017-11-22 00:00:00.0000000,20171122,347426,2.700,VRP,2020-11-21 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,NULL
ABACAEBAVF,1,Clear 1.1M Bin,CH128356,2020-03-01 00:00:00.0000000,20200301,670127,19.390,VRP,2022-03-01 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,4,Levy Environmental Permit,CH125414,2019-10-01 00:00:00.0000000,20191001,556028,10.400,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Deliver Equipment,CH458464,2021-05-02 00:00:00.0000000,20210502,534653,74.500,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
C25,1,Clear 4.5M Recycle Bin,CH15332,2015-05-14 00:00:00.0000000,20150514,485766,20.000,VRP,2016-05-14 00:00:00.0000000,S1,10,Cardboard Recycle,0,1.000,0,NULL,11
e120,R,Clear 240LT Conf Cart,CH223859,2021-07-01 00:00:00.0000000,20210701,830513,58.850,VRP,2022-06-30 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Grease Trap Service P/LTR,CH220679,2019-11-04 00:00:00.0000000,20191104,1422183,0.170,VRP,2022-11-03 00:00:00.0000000,S3,NULL,NULL,1,2000.000,0,NULL,REQ
E80,1,Clear 660LT Cart,CH196534,2016-11-29 00:00:00.0000000,20161129,574039,47.050,VRP,2019-11-28 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,11
E80,2,Clear 1100LT Cart,CH131793,2016-08-12 00:00:00.0000000,20160812,747978,49.620,VRP,2019-08-11 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,21
C33,1,Clear Customer 4.5M Recyc,CH270360,2019-07-01 00:00:00.0000000,20190701,35298,18.600,VRP,2022-07-31 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
NULL,2,PortableToilet ServNilChg,CH254987,2021-10-07 00:00:00.0000000,20211007,1526980,0.000,VRP,2022-10-07 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,22
NULL,4,Grease Trap Service P/LTR,CH125413,2019-10-01 00:00:00.0000000,20191001,538089,0.186,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
c60,R,Clear 3.0M Recycle Bin,CH105342,2020-01-01 00:00:00.0000000,20200101,740823,63.400,VRP,2023-01-01 00:00:00.0000000,R3,NULL,NULL,1,1.000,0,NULL,REQ
C140,2,Clear 1.5M Bin,CH86441,2018-06-22 00:00:00.0000000,20180622,767570,136.420,VRP,2021-06-22 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,21
ABIBAEBAYM,1,Clear 3.0M Recycle Bin,CH239472,2021-03-24 00:00:00.0000000,20210324,1411797,6.670,VRP,2024-05-24 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
NULL,1,Cont Serv Nappy Wrap Unit,CH110166,2009-06-30 00:00:00.0000000,20090630,702425,0.000,VRP,2011-06-30 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,11
E80,1,Clear Customer 240LT Cart,CH140569,2014-01-21 00:00:00.0000000,20140121,481647,9.800,VRP,2015-07-02 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,11
U100,3,Clear 1.5M Bin,CH143091,2019-07-11 00:00:00.0000000,20190711,631889,75.130,VRP,2022-07-11 00:00:00.0000000,R3,NULL,NULL,1,1.000,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Deliver 64LT Clinical Bin,CH474718,2021-05-02 00:00:00.0000000,20210502,663075,53.650,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
C50,2,Clear 6.0M Recycle Bin,CH200486,2019-08-09 00:00:00.0000000,20190809,323334,17.500,VRP,2022-08-09 00:00:00.0000000,RN,10,Cardboard Recycle,1,1.000,0,NULL,21
BAUBAEBA2L,1,Clear 3.0M Bin,CH314830,2021-03-24 00:00:00.0000000,20210324,1410613,67.530,VRP,2024-05-24 00:00:00.0000000,D,60,General Dry Waste only,1,1.000,0,NULL,11
C100,4,Clear 1.5M Bin,CH189984,2018-02-19 00:00:00.0000000,20180219,722840,70.740,VRP,2021-02-19 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,43
C90,1,Clear 660LT Cart,CH118248,2019-07-01 00:00:00.0000000,20190701,585022,25.000,VRP,2020-10-26 00:00:00.0000000,D,NULL,NULL,0,1.000,1,2021-10-05 18:59:25.0940000,11
TGTSV00305,1,Clear 1.1M Bin,CH192874,2018-08-13 00:00:00.0000000,20180813,673084,33.980,VRP,2050-12-31 00:00:00.0000000,D,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Deliver Equipment,CH474712,2021-05-02 00:00:00.0000000,20210502,647117,16.930,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
E239,1,Clear 3.0M Bin,CH357,2017-10-06 00:00:00.0000000,20171006,481832,90.360,VRP,2020-10-06 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,11
NULL,W,Rent 1.5M Bin,CH245759,2018-09-04 00:00:00.0000000,20180904,23801,2.500,VRP,2020-09-04 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,NULL
NULL,W,Rent 3.0M Bin,CH115798,2018-08-02 00:00:00.0000000,20180802,595198,2.000,VRP,2021-08-01 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,NULL
NULL,M,Mth Charge Air Fresh Fan,CH110173,2009-06-30 00:00:00.0000000,20090630,492038,21.660,VRP,2011-06-30 00:00:00.0000000,S2,NULL,NULL,0,3.000,0,NULL,NULL
NULL,R,Tip P/Tonne 9.0M Bin (LO),CH212281,2018-12-01 00:00:00.0000000,20181201,578338,0.000,VRP,2021-11-30 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
E80,2,Clear 240LT Cart,CH245445,2017-07-01 00:00:00.0000000,20170701,781173,17.930,VRP,2017-07-01 00:00:00.0000000,R,NULL,NULL,0,1.000,0,NULL,22
NULL,R,Tip P/M3 6.0M Bin (LO),CH517759,2020-08-31 00:00:00.0000000,NULL,813855,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/Tonne 12M Bin,CH240822,2021-05-20 00:00:00.0000000,20210520,1420919,195.000,VRP,2022-05-19 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
DCXAAQDAAA,8,Grease Trap Service P/LTR,CH514012,2019-07-01 00:00:00.0000000,20190701,550829,0.170,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,2244.000,0,NULL,85
DCXBAHBA2A,1,Clear 3.0M Organic Bin,CH513823,2019-07-01 00:00:00.0000000,20190701,752469,58.000,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Recycled Cardboard,CH121476,2012-11-12 00:00:00.0000000,20121112,765814,100.000,VRP,2050-12-31 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C60,1,Clear 660LT Cart,CH146112,2021-06-04 00:00:00.0000000,20210604,690296,35.800,VRP,2022-06-04 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,11
NULL,R,Clear 3.0M Skip Bin,CH242558,2021-06-14 00:00:00.0000000,20210614,1432967,315.000,VRP,2022-06-14 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/KG Waste,CH476229,2021-05-02 00:00:00.0000000,20210502,666660,4.480,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,1,1.000,0,NULL,REQ
c50,1,Clear 3.0M Recycle Bin,CH246109,2021-07-07 00:00:00.0000000,20210707,1467387,1.000,VRP,2023-07-06 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,11
DCXBAEBA2N,1,Clear 3.0M Bin,CH513825,2019-07-01 00:00:00.0000000,20190701,711374,55.700,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
DADBAFBA6L,1,Clear 4.5M Bin,CH262344,2019-09-01 00:00:00.0000000,20190901,266716,84.310,VRP,2022-08-31 00:00:00.0000000,D,60,General Dry Waste only,1,2.000,0,NULL,11
NULL,R,Clear 240LT Conf Cart,CH156660,2012-05-01 00:00:00.0000000,20120501,629298,80.990,VRP,2050-12-31 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,REQ
NULL,D,Rent Daily PortableToilet,CH240283,2021-05-04 00:00:00.0000000,20210504,1417087,2.857,VRP,2022-06-30 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Tip P/Tonne 15M Bin,CH128764,2020-01-01 00:00:00.0000000,NULL,618904,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C120,4,Clear 1.5M Recycle Bin,CH143036,2018-08-03 00:00:00.0000000,20180803,497367,41.530,VRP,2020-08-02 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,41
C60,R,Clear 3.0M Recycle Bin,CH62284,2020-08-01 00:00:00.0000000,20200801,522666,41.000,VRP,2022-08-01 00:00:00.0000000,R2,10,Cardboard Recycle,1,1.000,0,NULL,NULL
E25,1,Clear 240LT Rec Nil Chg,CH180464,2017-06-30 00:00:00.0000000,20170630,662330,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,4.000,0,NULL,11
NULL,R,Security Incinerate P/KG,CH50948,2012-02-07 00:00:00.0000000,NULL,51195,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/Tonne 15M Bin (HL),CH210554,2020-09-02 00:00:00.0000000,NULL,689012,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C60,3,Clear 1.5M Bin,CH280214,2019-07-03 00:00:00.0000000,20190703,624087,64.680,VRP,2021-07-03 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,31
c25,1,Clear 660LT Co-Mingle Car,CH246111,2021-07-07 00:00:00.0000000,20210707,1467018,17.950,VRP,2023-07-06 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,11
C100,1,Clear 3.0M Bin Nil Charge,CH104446,2020-01-01 00:00:00.0000000,20200101,479714,0.000,VRP,2022-12-31 00:00:00.0000000,D,60,General Dry Waste only,1,2.000,0,NULL,11
c25,4,Clear 240LT Co-Mingle Car,CH117347,2017-09-13 00:00:00.0000000,20170913,748723,8.880,VRP,2020-08-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,41
NULL,R,Clear 15M Bin (HL),CH126372,2019-11-01 00:00:00.0000000,20191101,737949,242.850,VRP,2020-10-31 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,REQ
NULL,4,Clear Plastic Bale,CH158417,2014-09-29 00:00:00.0000000,20140929,503596,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 15M Bin Nil Charge,CH519087,2020-01-01 00:00:00.0000000,20200101,824254,0.000,VRP,2022-12-31 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Clear 240LT Conf Nil Chg,CH231491,2021-02-22 00:00:00.0000000,20210222,888547,0.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Grease Trap Service P/LTR,CH220674,2019-11-04 00:00:00.0000000,20191104,1422282,0.170,VRP,2022-11-03 00:00:00.0000000,S3,NULL,NULL,1,2000.000,0,NULL,REQ
DBYBAEBAYL,1,Clear 1.5M Bin,CH167736,2020-05-01 00:00:00.0000000,20200501,245369,43.910,VRP,2023-04-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,12,Clear 240LT Conf Nil Chg,CH132260,2020-01-01 00:00:00.0000000,20200101,297534,0.000,VRP,2022-12-31 00:00:00.0000000,T,70,Confidential Destruction,0,18.000,0,NULL,C8
NULL,R,Sale of Drum,CH239022,2020-12-15 00:00:00.0000000,20201215,862840,73.400,VRP,2021-12-14 00:00:00.0000000,T,NULL,NULL,0,1.000,0,2021-11-15 01:51:51.6720000,REQ
NULL,2,Sorting Charge P/Tonne,CH50367,2009-08-31 00:00:00.0000000,20090831,561907,0.000,VRP,2050-12-31 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,21
U120,2,Clear 1.5M Bin,CH117678,2019-07-01 00:00:00.0000000,20190701,665240,53.600,VRP,2021-10-22 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,22
NULL,R,Tip P/Tonne 6.0M Bin (LO),CH132701,2020-10-21 00:00:00.0000000,NULL,836064,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C150,R,Clear 3.0M Bin,CH283062,2021-03-15 00:00:00.0000000,20210315,896276,139.160,VRP,2050-12-31 00:00:00.0000000,T,60,General Dry Waste only,0,1.000,0,NULL,REQ
C25,R,Clear 240LT Co-Mingle Car,CH67691,2021-03-16 00:00:00.0000000,20210316,897657,10.200,VRP,2050-12-31 00:00:00.0000000,T,30,Comingle Recycle,0,15.000,0,NULL,NULL
NULL,R,Clear 6.0M Skip Bin,CH192250,2019-12-19 00:00:00.0000000,20191219,125096,585.340,VRP,2019-12-20 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-09-17 20:09:32.1090000,NULL
E203,8,Clear 3.0M Recycle Bin,CH85292,2014-02-26 00:00:00.0000000,20140226,730216,128.700,VRP,2017-02-26 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,81
NULL,R,Clear Clinical Waste P/KG,CH488700,2021-05-02 00:00:00.0000000,20210502,490107,4.180,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,1,1.000,0,NULL,REQ
DCXAAQDAAA,8,Grease Trap Service P/LTR,CH514011,2019-07-01 00:00:00.0000000,20190701,632943,0.170,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,2232.000,0,NULL,85
NULL,Y00,12 Mth Rent 240LT Confide,CH57643,2020-08-01 00:00:00.0000000,20200801,577938,0.000,VRP,2022-08-01 00:00:00.0000000,R2,NULL,NULL,0,2.000,0,NULL,NULL
NULL,R,Septic Service P/Hour,CH502383,2019-11-28 00:00:00.0000000,20191128,541904,268.460,VRP,2020-11-27 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Tip P/Load Septic,CH240590,2021-05-17 00:00:00.0000000,20210517,1417757,150.000,VRP,2022-05-17 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C100,R,Clear 1.5M Bin,CH249009,2020-04-28 00:00:00.0000000,20200428,57900,76.900,VRP,2022-04-28 00:00:00.0000000,RN,60,General Dry Waste only,1,1.000,0,NULL,REQ
BAUBABBA2D,1,Clear 3.0M Recycle Bin,CH314832,2021-03-24 00:00:00.0000000,20210324,1410165,3.240,VRP,2024-05-24 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
SMSSV00165,1,Clear 4.5M Recycle Bin,CH94966,2015-10-01 00:00:00.0000000,20151001,533297,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C25,1,Clear 240LT Co-Mingle Car,CH64545,2020-08-01 00:00:00.0000000,20200801,645781,10.200,VRP,2022-08-01 00:00:00.0000000,R2,30,Comingle Recycle,1,25.000,0,NULL,NULL
C60,1,Clear 240LT Cart,CH305912,2020-11-18 00:00:00.0000000,20201118,849346,9.600,VRP,2021-11-18 00:00:00.0000000,S1,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Clear 4.0M Skip Nil Chg,CH523868,2020-12-31 00:00:00.0000000,20201231,867536,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C50,1,Clear 1100LT Co-Mingle Ca,CH183748,2019-11-01 00:00:00.0000000,20191101,243175,24.290,VRP,2019-11-02 00:00:00.0000000,X,NULL,NULL,0,2.000,0,NULL,11
c80,1,Clear 1.1M Bin,CH137549,2021-06-25 00:00:00.0000000,20210625,1447466,26.790,VRP,2023-02-01 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,11
DCPDABVBVC,R,Clear Cust 30M Recyc Pack,CH513829,2019-07-01 00:00:00.0000000,20190701,752470,294.670,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
NULL,4,Service 22LT Sanitary Bin,CH277576,2020-12-01 00:00:00.0000000,20201201,851152,10.170,VRP,2024-12-01 00:00:00.0000000,SN,NULL,NULL,1,2.000,0,NULL,43
E104,R,Clear Customer 3.0M Bin,CH128470,2012-10-23 00:00:00.0000000,20121023,577979,86.000,VRP,2050-12-31 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Clear 15M Bin (HL),CH296695,2020-06-23 00:00:00.0000000,20200623,665169,265.000,VRP,2021-06-23 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
c100,2,Clear 1.5M Bin,CH71562,2020-06-01 00:00:00.0000000,20200601,712025,66.250,VRP,2023-05-31 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,21
NULL,R,Rebate for Recycling,CH230189,2020-01-01 00:00:00.0000000,20200101,882508,0.000,VRP,2022-12-31 00:00:00.0000000,T,59,Metal Mixed Recycle,0,1.000,0,NULL,REQ
NULL,R,EPA Docket Charge,CH138626,2021-08-17 00:00:00.0000000,20210817,1492151,55.000,VRP,2021-11-17 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,NULL
C100,1,Clear 3.0M Bin Nil Charge,CH129021,2020-01-01 00:00:00.0000000,20200101,279284,0.000,VRP,2022-12-31 00:00:00.0000000,D,60,General Dry Waste only,1,2.000,0,NULL,11
C80,R,Clear 3.0M Bin,CH211635,2019-11-04 00:00:00.0000000,20191104,456862,43.980,VRP,2022-11-03 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,1,Rebate for Cardboard,CH132216,2020-01-01 00:00:00.0000000,20200101,211262,0.000,VRP,2022-12-31 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
NULL,S00,12 Mth Rent Sanitary Bin,CH103855,2015-10-01 00:00:00.0000000,20151001,631301,0.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C35,1,Clear 1100LT Recycle Cart,CH251662,2021-09-13 00:00:00.0000000,20210913,1509376,4.290,VRP,2021-12-31 00:00:00.0000000,RO,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,11
C80,1,Clear 3.0M Bin,CH235619,2017-12-14 00:00:00.0000000,20171214,44279,112.740,VRP,2020-12-14 00:00:00.0000000,SN,60,General Dry Waste only,0,1.000,0,NULL,11
NULL,R,Clear 30M Bin Nil Charge,CH231279,2020-01-01 00:00:00.0000000,20200101,886840,0.000,VRP,2022-12-31 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-08-31 07:48:37.9030000,NULL
DACAAPMAAA,R,Transportation P/Hour,CH187550,2019-05-15 00:00:00.0000000,20190515,508867,187.940,VRP,2022-05-14 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
C50,2,Clear 240LT Co-Mingle Car,CH202488,2019-10-11 00:00:00.0000000,20191011,587394,9.390,VRP,2022-11-11 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,21
C70,1,Clear 1100LT Cart,CH251661,2021-09-13 00:00:00.0000000,20210913,1509325,24.600,VRP,2021-12-31 00:00:00.0000000,RO,NULL,NULL,1,2.000,0,2021-11-15 01:51:51.6720000,11
NULL,1,Rebate for Cardboard,CH132217,2020-01-01 00:00:00.0000000,20200101,168211,0.000,VRP,2022-12-31 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
NULL,R,Clear 10M Bin (HL),CH293928,2020-03-09 00:00:00.0000000,20200309,631263,259.000,VRP,2023-03-08 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Tip P/M3 5.0M Bin (LO),CH215389,2020-08-17 00:00:00.0000000,20200817,763932,0.000,VRP,2021-08-16 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C60,R,Clear 4.5M Recycle Bin,CH68731,2020-08-01 00:00:00.0000000,20200801,1545784,41.000,VRP,2022-08-01 00:00:00.0000000,T,10,Cardboard Recycle,0,1.000,0,NULL,NULL
NULL,W,Rent 3.0M Clean Up Bin,CH211292,2020-09-07 00:00:00.0000000,NULL,816691,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E80,1,Clear 3.0M Muni Nil Chg,CH190680,2019-11-01 00:00:00.0000000,20191101,95631,0.000,VRP,2020-06-01 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
C35,2,Clear 240LT Co-Mingle Car,CH305914,2020-11-18 00:00:00.0000000,20201118,849375,6.900,VRP,2021-11-18 00:00:00.0000000,S1,NULL,NULL,1,1.000,0,NULL,22
